epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
235,230.642,0.94164,2.35627,0.60889,0.821,1.38041,0.9831,1,0.995,0.85658,0.9831,1,0.995,0.70645,0.76932,1.28326,0.47528,0.59759,1.24815,0.00107336,0.00107336,0.00107336
236,231.552,0.97463,1.75019,0.56362,0.80014,1.33101,0.97453,1,0.995,0.84964,0.97453,1,0.995,0.68058,0.82667,1.30217,0.46702,0.61541,1.2955,0.0010694,0.0010694,0.0010694
237,232.55,0.84108,2.25634,0.62422,0.65633,1.22239,0.95731,1,0.995,0.86385,0.95731,1,0.995,0.65821,0.81534,1.32073,0.46518,0.59439,1.30156,0.00106544,0.00106544,0.00106544
238,233.517,0.90933,2.09403,0.59884,0.78145,1.34746,1,0.98346,0.995,0.86072,1,0.98346,0.995,0.69695,0.7584,1.35469,0.46014,0.57947,1.2695,0.00106148,0.00106148,0.00106148
239,234.467,0.8274,1.62571,0.63428,0.71838,1.31024,1,0.98562,0.995,0.88455,1,0.98562,0.995,0.68378,0.71169,1.39314,0.45555,0.54389,1.23674,0.00105752,0.00105752,0.00105752
240,235.41,0.89256,2.61755,0.61953,0.70057,1.37532,1,0.98911,0.995,0.88652,1,0.98911,0.995,0.6687,0.6846,1.51196,0.45638,0.53257,1.21599,0.00105356,0.00105356,0.00105356
241,236.419,0.84637,2.41912,0.59724,0.67136,1.22469,1,0.98461,0.995,0.88224,0.91168,0.89803,0.90586,0.63304,0.67625,1.68138,0.45356,0.52172,1.20278,0.0010496,0.0010496,0.0010496
242,237.327,0.87919,1.70037,0.57731,0.65255,1.26416,1,0.9873,0.995,0.87746,0.86804,0.85834,0.8712,0.5837,0.6696,1.84901,0.45322,0.5069,1.18421,0.00104564,0.00104564,0.00104564
243,238.267,0.91442,2.28765,0.63036,0.74687,1.30899,1,0.95488,0.99333,0.88254,0.862,0.82609,0.86154,0.57676,0.64046,1.96836,0.45259,0.49454,1.16537,0.00104168,0.00104168,0.00104168
244,239.238,0.79298,1.71997,0.60195,0.7457,1.23986,0.91909,0.98816,0.98269,0.89092,0.83827,0.90173,0.89942,0.61132,0.61416,1.9749,0.4614,0.5017,1.14763,0.00103772,0.00103772,0.00103772
245,240.183,0.77081,1.6064,0.59521,0.6599,1.15993,0.95419,0.95652,0.98789,0.88251,0.91023,0.91304,0.95782,0.65165,0.61273,1.92752,0.46348,0.50774,1.13402,0.00103376,0.00103376,0.00103376
246,241.082,0.7637,1.55751,0.57334,0.62917,1.21069,0.95803,0.99262,0.99167,0.86889,0.91609,0.94966,0.96506,0.70056,0.62545,1.79286,0.46611,0.50829,1.12513,0.0010298,0.0010298,0.0010298
247,242.067,0.82854,1.49052,0.63805,0.65912,1.27325,0.95802,0.99238,0.98958,0.87875,0.8741,0.90583,0.9303,0.67056,0.65305,1.76886,0.4709,0.49964,1.12325,0.00102584,0.00102584,0.00102584
248,242.993,0.77122,2.26917,0.65994,0.58048,1.25474,0.94552,0.95652,0.98615,0.87863,0.83046,0.91304,0.92639,0.66009,0.66125,1.71655,0.47738,0.5056,1.12009,0.00102188,0.00102188,0.00102188
249,243.901,0.66732,1.65017,0.61879,0.55999,1.18648,0.95362,1,0.99333,0.88008,0.91172,0.95652,0.96372,0.68136,0.6636,1.5645,0.48148,0.51732,1.12315,0.00101792,0.00101792,0.00101792
250,244.839,0.76341,1.56724,0.63964,0.63953,1.24235,0.9543,1,0.99167,0.87794,0.9543,1,0.99167,0.69626,0.66484,1.44542,0.48658,0.53127,1.13485,0.00101396,0.00101396,0.00101396
251,245.765,0.72217,1.45165,0.56997,0.56744,1.15471,0.95224,1,0.98792,0.88029,0.95224,1,0.98792,0.69583,0.68077,1.32681,0.48726,0.54315,1.15628,0.00101,0.00101,0.00101
252,246.666,0.79188,2.15313,0.62416,0.59333,1.23273,0.95254,1,0.98792,0.86372,0.95254,1,0.98792,0.74859,0.69689,1.23783,0.48432,0.55187,1.18092,0.00100604,0.00100604,0.00100604
253,247.626,0.79749,1.87541,0.6044,0.64618,1.30196,0.88749,0.95652,0.98288,0.86513,0.88749,0.95652,0.98288,0.75166,0.71208,1.17799,0.48089,0.56735,1.18686,0.00100208,0.00100208,0.00100208
254,248.547,0.78402,2.35934,0.59026,0.6141,1.23155,0.91191,0.95652,0.98157,0.85423,0.91191,0.95652,0.98157,0.764,0.72463,1.18164,0.47985,0.57607,1.18391,0.00099812,0.00099812,0.00099812
255,249.483,0.83305,1.66075,0.60075,0.6306,1.29648,0.92612,0.95652,0.98342,0.86356,0.92612,0.95652,0.98342,0.7459,0.71,1.22335,0.48221,0.55675,1.16632,0.00099416,0.00099416,0.00099416
256,250.403,0.84106,1.56974,0.58572,0.57118,1.26351,1,0.93617,0.9918,0.87309,1,0.93617,0.9918,0.74629,0.68149,1.26258,0.48114,0.54327,1.14136,0.0009902,0.0009902,0.0009902
257,251.327,0.69363,1.63867,0.59395,0.59633,1.16535,1,0.93954,0.9918,0.88356,1,0.93954,0.9918,0.72111,0.66491,1.3447,0.48708,0.53042,1.12906,0.00098624,0.00098624,0.00098624
258,252.272,0.56367,1.35133,0.63583,0.51759,1.10779,0.98434,1,0.995,0.89276,0.94123,0.95652,0.96635,0.71245,0.65385,1.37486,0.4897,0.50862,1.11994,0.00098228,0.00098228,0.00098228
259,253.181,0.7301,1.7119,0.5196,0.72735,1.27608,0.99595,1,0.995,0.90079,0.95212,0.95652,0.96809,0.71737,0.64051,1.4284,0.49808,0.50468,1.12108,0.00097832,0.00097832,0.00097832
260,254.166,0.71775,2.08763,0.62153,0.55967,1.20707,1,0.99398,0.995,0.9066,1,0.99398,0.995,0.69211,0.63923,1.44535,0.49903,0.50062,1.12683,0.00097436,0.00097436,0.00097436
261,255.094,0.85667,2.31279,0.58176,0.69553,1.33968,0.95024,1,0.99167,0.89066,0.91943,0.99256,0.99006,0.71176,0.64775,1.36262,0.49461,0.49771,1.14376,0.0009704,0.0009704,0.0009704
262,256.055,0.7674,1.57384,0.53511,0.67428,1.22713,0.9961,1,0.995,0.88476,0.958,0.9921,0.99333,0.72921,0.65315,1.24692,0.48904,0.48268,1.15745,0.00096644,0.00096644,0.00096644
263,256.997,0.68099,1.84231,0.59772,0.55714,1.21902,0.99713,1,0.995,0.87034,0.95808,0.99389,0.99333,0.78545,0.66346,1.1309,0.48162,0.49482,1.17181,0.00096248,0.00096248,0.00096248
264,257.979,0.73831,1.24431,0.57124,0.60679,1.19716,1,0.99738,0.995,0.88252,0.997,0.95652,0.99333,0.79766,0.66299,1.02494,0.47756,0.49377,1.17946,0.00095852,0.00095852,0.00095852
265,258.904,0.78725,1.54386,0.59559,0.62697,1.20877,1,0.99379,0.995,0.87043,1,0.99379,0.995,0.80429,0.66731,0.95516,0.47531,0.49485,1.18888,0.00095456,0.00095456,0.00095456
266,259.872,0.71748,1.65335,0.61282,0.6378,1.19843,1,0.98967,0.995,0.88151,1,0.98967,0.995,0.80757,0.66856,0.93547,0.4702,0.49787,1.19212,0.0009506,0.0009506,0.0009506
267,260.781,0.75803,1.35635,0.58772,0.63675,1.18603,0.99784,0.95652,0.9918,0.87637,0.99784,0.95652,0.9918,0.7913,0.67166,0.9525,0.46667,0.50041,1.19572,0.00094664,0.00094664,0.00094664
268,261.678,0.70597,1.82712,0.63575,0.54047,1.21368,1,0.98858,0.995,0.87314,1,0.98858,0.995,0.79267,0.70924,0.95426,0.46736,0.51222,1.2202,0.00094268,0.00094268,0.00094268
269,262.634,1.03485,2.71775,0.67678,0.82551,1.49758,1,0.98237,0.995,0.85761,1,0.98237,0.995,0.78359,0.73614,0.98033,0.47002,0.52252,1.24131,0.00093872,0.00093872,0.00093872
270,263.639,0.7741,1.73223,0.56855,0.6324,1.22958,0.99235,1,0.995,0.8535,0.99235,1,0.995,0.75613,0.74002,1.01796,0.47167,0.53774,1.24131,0.00093476,0.00093476,0.00093476
271,264.599,1.0195,1.97593,0.59438,0.7599,1.39327,0.95357,1,0.99167,0.8426,0.95357,1,0.99167,0.72759,0.73158,1.05856,0.46768,0.54281,1.22618,0.0009308,0.0009308,0.0009308
272,265.52,0.77335,2.17121,0.66475,0.52871,1.25644,0.95545,1,0.98958,0.84524,0.95545,1,0.98958,0.72355,0.72121,1.09037,0.46744,0.53442,1.21836,0.00092684,0.00092684,0.00092684
273,266.431,0.80406,1.53409,0.61877,0.60205,1.13225,0.95399,1,0.98792,0.85056,0.95399,1,0.98792,0.7394,0.70184,1.07088,0.46887,0.5151,1.20227,0.00092288,0.00092288,0.00092288
274,267.371,0.69645,1.6284,0.60983,0.53116,1.16711,0.94901,1,0.98792,0.85881,0.94901,1,0.98792,0.75099,0.67162,1.07884,0.46412,0.5,1.17695,0.00091892,0.00091892,0.00091892
275,268.28,0.93406,1.59009,0.55625,0.71398,1.26976,0.94694,1,0.98625,0.86314,0.94694,1,0.98625,0.73916,0.65603,1.07549,0.46298,0.50314,1.16181,0.00091496,0.00091496,0.00091496
276,269.213,0.73581,1.37088,0.5945,0.57325,1.1866,0.94854,1,0.98625,0.86953,0.94854,1,0.98625,0.72848,0.64122,1.09983,0.46224,0.50014,1.14424,0.000911,0.000911,0.000911
277,270.25,0.78302,1.70079,0.6041,0.60826,1.16751,0.95726,0.97435,0.99333,0.89369,0.95726,0.97435,0.99333,0.72435,0.62544,1.08141,0.46274,0.47546,1.11837,0.00090704,0.00090704,0.00090704
278,271.156,0.79202,1.29573,0.47761,0.74748,1.27084,0.99539,1,0.995,0.9048,0.99539,1,0.995,0.75256,0.61688,1.02492,0.45916,0.46122,1.0962,0.00090308,0.00090308,0.00090308
279,272.095,0.72367,2.03309,0.58003,0.6073,1.23591,0.98698,1,0.995,0.89771,0.98698,1,0.995,0.76723,0.59932,0.97966,0.4519,0.45594,1.06996,0.00089912,0.00089912,0.00089912
280,273.032,0.54009,1.24419,0.5694,0.49581,1.10032,0.98437,1,0.995,0.9016,0.98437,1,0.995,0.74554,0.58818,0.96769,0.44492,0.43778,1.05852,0.00089516,0.00089516,0.00089516
281,274,0.76518,1.69262,0.6204,0.61076,1.32836,0.98833,1,0.995,0.9249,0.98833,1,0.995,0.74594,0.56992,0.99589,0.43932,0.4248,1.04858,0.0008912,0.0008912,0.0008912
282,274.925,0.66191,1.37922,0.61336,0.58776,1.2161,0.99414,1,0.995,0.9373,0.99414,1,0.995,0.75363,0.57331,0.99169,0.43364,0.42774,1.04821,0.00088724,0.00088724,0.00088724
283,275.833,0.69481,1.73244,0.59141,0.54839,1.1657,0.99558,1,0.995,0.93915,0.99558,1,0.995,0.74845,0.58635,1.00331,0.43097,0.4345,1.04816,0.00088328,0.00088328,0.00088328
284,276.791,0.678,1.5479,0.60186,0.5306,1.17896,1,0.99679,0.995,0.93401,1,0.99679,0.995,0.74513,0.58694,1.0319,0.43019,0.42714,1.04085,0.00087932,0.00087932,0.00087932
285,277.7,0.80501,1.42909,0.55383,0.6896,1.25079,0.95798,0.99151,0.99333,0.91898,0.95798,0.99151,0.99333,0.71474,0.57841,1.0718,0.42834,0.42135,1.0277,0.00087536,0.00087536,0.00087536
286,278.647,0.68909,1.84331,0.62608,0.52393,1.15258,0.99574,1,0.995,0.91348,0.99574,1,0.995,0.71335,0.58356,1.10454,0.43026,0.42109,1.02439,0.0008714,0.0008714,0.0008714
287,279.593,0.56606,1.6015,0.60141,0.50958,1.10205,0.99142,1,0.995,0.91577,0.99142,1,0.995,0.72527,0.5778,1.10801,0.44008,0.41773,1.02119,0.00086744,0.00086744,0.00086744
288,280.602,0.62993,1.77571,0.59764,0.51177,1.12136,0.99074,1,0.995,0.89953,0.99074,1,0.995,0.76258,0.57361,1.06493,0.44864,0.42381,1.02717,0.00086348,0.00086348,0.00086348
289,281.56,0.69085,2.19475,0.59323,0.62913,1.18263,0.99784,1,0.995,0.90418,0.99784,1,0.995,0.79735,0.58923,0.99675,0.45551,0.41624,1.04428,0.00085952,0.00085952,0.00085952
290,282.487,0.71141,1.31322,0.56269,0.56753,1.14819,0.99868,1,0.995,0.90416,0.99868,1,0.995,0.826,0.59716,0.94971,0.46167,0.41601,1.0731,0.00085556,0.00085556,0.00085556
291,283.442,0.64586,1.62781,0.58424,0.55933,1.19785,0.99881,1,0.995,0.89061,0.99881,1,0.995,0.83392,0.61035,0.89807,0.46484,0.39166,1.11657,0.0008516,0.0008516,0.0008516
292,284.364,0.72651,1.93374,0.58793,0.65176,1.24961,1,1,0.995,0.89092,1,1,0.995,0.842,0.63621,0.87991,0.46813,0.39475,1.15336,0.00084764,0.00084764,0.00084764
293,285.282,0.678,1.88024,0.59368,0.53951,1.11734,0.99785,1,0.995,0.88634,0.99785,1,0.995,0.8322,0.66348,0.87254,0.46876,0.40638,1.17461,0.00084368,0.00084368,0.00084368
294,286.21,0.59408,1.71127,0.57826,0.57432,1.14927,0.99814,1,0.995,0.86715,0.99814,1,0.995,0.82752,0.67473,0.8785,0.46393,0.40755,1.1752,0.00083972,0.00083972,0.00083972
295,287.201,0.73104,1.60674,0.58129,0.61782,1.22701,0.99808,1,0.995,0.8724,0.99808,1,0.995,0.81412,0.66078,0.89584,0.45516,0.39528,1.15726,0.00083576,0.00083576,0.00083576
296,288.124,0.72819,1.66411,0.60417,0.57982,1.22819,0.99844,1,0.995,0.88379,0.99844,1,0.995,0.7915,0.62944,0.92184,0.4503,0.39235,1.12526,0.0008318,0.0008318,0.0008318
297,289.069,0.72125,1.53215,0.5599,0.62443,1.15905,0.99765,1,0.995,0.89562,0.99765,1,0.995,0.80421,0.6039,0.91935,0.45032,0.3882,1.10158,0.00082784,0.00082784,0.00082784
298,289.983,0.67647,1.43392,0.59789,0.55558,1.14854,0.99745,1,0.995,0.90276,0.99745,1,0.995,0.78251,0.5921,0.90827,0.45231,0.39769,1.09061,0.00082388,0.00082388,0.00082388
299,290.921,0.70444,1.20084,0.53882,0.61055,1.18857,0.99848,1,0.995,0.90598,0.99848,1,0.995,0.79373,0.58077,0.89599,0.45529,0.40063,1.07524,0.00081992,0.00081992,0.00081992
300,291.832,0.66429,1.71112,0.58997,0.54059,1.2078,1,0.99955,0.995,0.91152,1,0.99955,0.995,0.79456,0.5685,0.91558,0.45357,0.40277,1.06287,0.00081596,0.00081596,0.00081596
301,292.796,0.65148,1.57007,0.60125,0.55221,1.18765,1,0.99742,0.995,0.92876,1,0.99742,0.995,0.80091,0.56186,0.98701,0.44833,0.40624,1.05121,0.000812,0.000812,0.000812
302,293.703,0.66119,1.94109,0.5839,0.56627,1.24476,1,0.99767,0.995,0.904,1,0.99767,0.995,0.7932,0.56819,1.07431,0.44902,0.39843,1.04477,0.00080804,0.00080804,0.00080804
303,294.646,0.64092,1.43152,0.56363,0.60323,1.21155,1,0.99954,0.995,0.90215,1,0.99954,0.995,0.80078,0.58656,1.01634,0.45233,0.40569,1.04893,0.00080408,0.00080408,0.00080408
304,295.646,0.60194,1.73552,0.58745,0.46486,1.13242,1,0.99986,0.995,0.88168,1,0.99986,0.995,0.81713,0.60541,0.91661,0.45486,0.41347,1.0623,0.00080012,0.00080012,0.00080012
305,296.596,0.72633,2.32658,0.60601,0.61105,1.26812,1,0.99804,0.995,0.88595,1,0.99804,0.995,0.78477,0.62833,0.87128,0.45432,0.40867,1.0797,0.00079616,0.00079616,0.00079616
306,297.533,0.77459,1.35536,0.61974,0.56315,1.23625,1,0.99508,0.995,0.89049,1,0.99508,0.995,0.77438,0.6258,0.87513,0.45257,0.40607,1.07214,0.0007922,0.0007922,0.0007922
307,298.482,0.59507,1.73339,0.61566,0.46525,1.1439,1,0.993,0.995,0.88597,1,0.993,0.995,0.82503,0.60066,0.85454,0.44501,0.39969,1.05199,0.00078824,0.00078824,0.00078824
308,299.397,0.71244,1.31528,0.50917,0.5665,1.15571,0.99569,0.95652,0.99333,0.89349,0.99569,0.95652,0.99333,0.81705,0.55655,0.85302,0.43857,0.39652,1.03052,0.00078428,0.00078428,0.00078428
309,300.329,0.61484,1.60857,0.56015,0.55829,1.161,0.99469,0.95652,0.99333,0.91352,0.99469,0.95652,0.99333,0.807,0.52583,0.86699,0.43109,0.37674,1.01821,0.00078032,0.00078032,0.00078032
310,301.254,0.63789,0.93953,0.55402,0.51711,1.11326,0.95833,1,0.99333,0.90548,0.95833,1,0.99333,0.77813,0.5257,0.86582,0.42637,0.37361,1.02654,0.00077636,0.00077636,0.00077636
311,302.197,0.54586,1.72781,0.6035,0.43535,1.13646,0.95833,1,0.99333,0.89391,0.95833,1,0.99333,0.77715,0.56452,0.88944,0.4283,0.38063,1.05981,0.0007724,0.0007724,0.0007724
312,303.136,0.58642,1.45184,0.60891,0.49418,1.10351,0.95833,1,0.99333,0.88943,0.95833,1,0.99333,0.79659,0.60769,0.88286,0.435,0.39461,1.09442,0.00076844,0.00076844,0.00076844
313,304.058,0.76712,1.54957,0.63985,0.51066,1.22843,0.95833,1,0.99333,0.87731,0.95833,1,0.99333,0.78663,0.63016,0.87073,0.43815,0.40707,1.10934,0.00076448,0.00076448,0.00076448
314,305.071,0.72256,1.68986,0.6328,0.50318,1.24891,0.95833,1,0.99333,0.87637,0.95833,1,0.99333,0.78956,0.62879,0.85553,0.44363,0.40195,1.11419,0.00076052,0.00076052,0.00076052
315,305.995,0.59058,1.25157,0.54062,0.47283,1.10629,0.95803,0.99275,0.99333,0.88061,0.95803,0.99275,0.99333,0.79783,0.60673,0.8524,0.448,0.40085,1.10397,0.00075656,0.00075656,0.00075656
316,306.919,0.61383,1.42214,0.58118,0.48331,1.13593,0.95833,1,0.99333,0.88064,0.95833,1,0.99333,0.79191,0.59071,0.86783,0.44828,0.39588,1.09681,0.0007526,0.0007526,0.0007526
317,307.885,0.74323,1.25676,0.61233,0.64498,1.31689,0.95833,1,0.99333,0.90328,0.95833,1,0.99333,0.77337,0.57626,0.8946,0.44945,0.38481,1.08083,0.00074864,0.00074864,0.00074864
318,308.841,0.61005,1.76045,0.56027,0.44239,1.08095,1,0.99526,0.995,0.90285,1,0.99526,0.995,0.77546,0.58268,0.90193,0.44347,0.38484,1.07035,0.00074468,0.00074468,0.00074468
319,309.753,0.68983,1.6169,0.55022,0.49803,1.1302,1,0.99643,0.995,0.91011,1,0.99643,0.995,0.79287,0.57891,0.85278,0.43497,0.38319,1.06354,0.00074072,0.00074072,0.00074072
320,310.669,0.64295,1.44112,0.56763,0.51469,1.16451,1,0.99639,0.995,0.90856,1,0.99639,0.995,0.83393,0.56346,0.77434,0.42913,0.39283,1.05655,0.00073676,0.00073676,0.00073676
321,311.592,0.82973,1.2661,0.59102,0.62748,1.2246,1,1,0.995,0.91757,1,1,0.995,0.84104,0.5464,0.7389,0.42324,0.39339,1.05152,0.0007328,0.0007328,0.0007328
322,312.587,0.85787,1.64144,0.61605,0.62276,1.22938,1,1,0.995,0.90087,1,1,0.995,0.83344,0.54659,0.72197,0.41816,0.38798,1.04591,0.00072884,0.00072884,0.00072884
323,313.493,0.54048,1.32711,0.62591,0.44091,1.14682,1,1,0.995,0.90492,1,1,0.995,0.82934,0.53146,0.727,0.41898,0.38358,1.03638,0.00072488,0.00072488,0.00072488
324,314.43,0.67117,1.50708,0.63342,0.56502,1.21427,1,1,0.995,0.91025,1,1,0.995,0.80986,0.50502,0.76368,0.41939,0.38515,1.02329,0.00072092,0.00072092,0.00072092
325,315.332,0.68124,1.5291,0.61721,0.55658,1.15574,1,1,0.995,0.91081,1,1,0.995,0.79448,0.48036,0.78531,0.42233,0.38022,1.00383,0.00071696,0.00071696,0.00071696
326,316.257,0.57164,1.47975,0.57804,0.44615,1.09225,1,1,0.995,0.90963,1,1,0.995,0.7815,0.47585,0.82937,0.42552,0.35467,0.9979,0.000713,0.000713,0.000713
327,317.222,0.619,1.24313,0.56649,0.43933,1.18639,1,1,0.995,0.90638,1,1,0.995,0.7704,0.47975,0.87327,0.43233,0.35455,0.99294,0.00070904,0.00070904,0.00070904
328,318.146,0.61018,1.06497,0.57895,0.46959,1.10669,1,1,0.995,0.90951,1,1,0.995,0.75327,0.48396,0.90509,0.44081,0.36365,0.99392,0.00070508,0.00070508,0.00070508
329,319.099,0.62931,1.43043,0.54871,0.54951,1.08156,1,1,0.995,0.9074,1,1,0.995,0.74868,0.49979,0.91413,0.44743,0.37271,0.9965,0.00070112,0.00070112,0.00070112
330,320.043,0.61946,1.50695,0.55408,0.49434,1.15024,1,1,0.995,0.90407,1,1,0.995,0.76173,0.50619,0.88509,0.45837,0.38364,0.99674,0.00069716,0.00069716,0.00069716
331,320.977,0.69582,1.95404,0.53286,0.65218,1.22246,1,1,0.995,0.91094,1,1,0.995,0.76233,0.49194,0.87224,0.46446,0.38844,0.98626,0.0006932,0.0006932,0.0006932
332,321.872,0.62012,1.11505,0.57751,0.44877,1.1528,1,1,0.995,0.91519,1,1,0.995,0.78193,0.48465,0.86292,0.467,0.38592,0.97708,0.00068924,0.00068924,0.00068924
333,322.785,0.67266,1.70375,0.57878,0.50493,1.16677,1,1,0.995,0.92545,1,1,0.995,0.78174,0.48586,0.84236,0.46569,0.38246,0.97502,0.00068528,0.00068528,0.00068528
334,323.752,0.60191,1.3168,0.55785,0.45748,1.17941,1,1,0.995,0.92647,1,1,0.995,0.79668,0.49979,0.79516,0.45921,0.37234,0.98096,0.00068132,0.00068132,0.00068132
335,324.642,0.64952,1.44013,0.61186,0.48946,1.13029,0.99737,1,0.995,0.91337,0.99737,1,0.995,0.81986,0.52054,0.73917,0.45178,0.36462,0.9931,0.00067736,0.00067736,0.00067736
336,325.575,0.72548,1.2578,0.53976,0.53313,1.15379,0.99727,1,0.995,0.90871,0.99727,1,0.995,0.82379,0.52855,0.71946,0.44346,0.3551,1.00229,0.0006734,0.0006734,0.0006734
337,326.526,0.71887,1.07516,0.53405,0.60163,1.15412,0.99709,1,0.995,0.91915,0.99709,1,0.995,0.81119,0.51605,0.72765,0.43804,0.35421,1.00087,0.00066944,0.00066944,0.00066944
338,327.469,0.71173,1.56588,0.5638,0.56167,1.16157,0.99673,1,0.995,0.92264,0.99673,1,0.995,0.80885,0.49323,0.7502,0.4373,0.3561,0.99931,0.00066548,0.00066548,0.00066548
339,328.419,0.75727,0.69148,0.54544,0.59213,1.18487,0.99672,1,0.995,0.9434,0.99672,1,0.995,0.80248,0.47761,0.79123,0.43932,0.368,0.99641,0.00066152,0.00066152,0.00066152
340,329.331,0.74511,1.56519,0.58508,0.60755,1.1866,0.99655,1,0.995,0.94482,0.99655,1,0.995,0.79322,0.46532,0.81876,0.43833,0.36937,0.99579,0.00065756,0.00065756,0.00065756
341,330.266,0.56724,2.06407,0.6001,0.45452,1.1251,0.99657,1,0.995,0.94858,0.99657,1,0.995,0.79896,0.46364,0.82963,0.43906,0.37325,0.99362,0.0006536,0.0006536,0.0006536
342,331.167,0.55041,1.25299,0.56449,0.47716,1.07045,0.99609,1,0.995,0.9451,0.99609,1,0.995,0.80127,0.4715,0.80729,0.43873,0.36668,0.99281,0.00064964,0.00064964,0.00064964
343,332.093,0.65427,1.49142,0.61504,0.50749,1.10563,1,1,0.995,0.94136,1,1,0.995,0.80673,0.48166,0.78383,0.43646,0.37414,0.99671,0.00064568,0.00064568,0.00064568
344,333.08,0.5654,1.05634,0.51826,0.4342,1.11652,0.9953,1,0.995,0.9413,0.9953,1,0.995,0.79614,0.47994,0.76356,0.43657,0.3695,0.997,0.00064172,0.00064172,0.00064172
345,333.962,0.54751,1.61836,0.58493,0.53602,1.06412,0.99541,1,0.995,0.94399,0.99541,1,0.995,0.79739,0.48569,0.74213,0.43465,0.36825,1.00762,0.00063776,0.00063776,0.00063776
346,334.906,0.68917,1.68937,0.51049,0.59622,1.15156,1,1,0.995,0.94671,1,1,0.995,0.80069,0.48334,0.73453,0.43329,0.37484,1.01174,0.0006338,0.0006338,0.0006338
347,335.882,0.64752,1.40734,0.50686,0.56033,1.18476,1,1,0.995,0.94396,1,1,0.995,0.82526,0.46238,0.72648,0.43095,0.3689,1.00091,0.00062984,0.00062984,0.00062984
348,336.848,0.65268,1.71241,0.5516,0.50022,1.15003,1,1,0.995,0.94296,1,1,0.995,0.84263,0.45111,0.72213,0.43046,0.35614,0.99162,0.00062588,0.00062588,0.00062588
349,337.767,0.64761,2.04531,0.56446,0.53294,1.16786,1,1,0.995,0.94196,1,1,0.995,0.84198,0.45211,0.71622,0.43205,0.35729,0.98684,0.00062192,0.00062192,0.00062192
350,338.67,0.47517,1.24372,0.56091,0.45408,1.06949,1,1,0.995,0.94971,1,1,0.995,0.84209,0.44677,0.71232,0.43137,0.34825,0.98279,0.00061796,0.00061796,0.00061796
351,339.567,0.53321,1.04491,0.52489,0.52622,1.069,1,1,0.995,0.93946,1,1,0.995,0.85319,0.44719,0.71345,0.43234,0.32979,0.97843,0.000614,0.000614,0.000614
352,340.577,0.61539,1.16,0.54121,0.47666,1.15709,1,1,0.995,0.94188,1,1,0.995,0.83531,0.45015,0.72276,0.43272,0.32615,0.97522,0.00061004,0.00061004,0.00061004
353,341.602,0.67417,1.43176,0.60823,0.54393,1.25896,1,1,0.995,0.94011,1,1,0.995,0.83168,0.4496,0.71827,0.43464,0.33762,0.97593,0.00060608,0.00060608,0.00060608
354,342.532,0.53862,1.1828,0.58144,0.40714,1.05059,1,1,0.995,0.93879,1,1,0.995,0.83909,0.47328,0.73058,0.4345,0.34954,0.9952,0.00060212,0.00060212,0.00060212
355,343.463,0.59509,1.09604,0.54612,0.49649,1.11819,1,1,0.995,0.94363,1,1,0.995,0.83277,0.49135,0.72662,0.43686,0.3493,1.02013,0.00059816,0.00059816,0.00059816
356,344.362,0.67695,1.33855,0.55854,0.58107,1.17647,1,1,0.995,0.93353,1,1,0.995,0.83378,0.49686,0.6931,0.43893,0.35297,1.02725,0.0005942,0.0005942,0.0005942
357,345.307,0.64543,1.56186,0.58662,0.60148,1.13521,1,1,0.995,0.93282,1,1,0.995,0.85368,0.49445,0.65539,0.44075,0.36107,1.02611,0.00059024,0.00059024,0.00059024
358,346.241,0.83512,1.11596,0.56754,0.64729,1.35597,1,1,0.995,0.94451,1,1,0.995,0.86471,0.48307,0.62865,0.44821,0.37129,1.01979,0.00058628,0.00058628,0.00058628
359,347.206,0.60146,1.29,0.5509,0.50489,1.11707,1,1,0.995,0.95226,1,1,0.995,0.85306,0.46446,0.62226,0.45742,0.36946,0.99356,0.00058232,0.00058232,0.00058232
360,348.156,0.52346,2.14364,0.60097,0.46357,1.08744,1,1,0.995,0.94886,1,1,0.995,0.85282,0.45022,0.61514,0.46757,0.34406,0.97233,0.00057836,0.00057836,0.00057836
361,349.118,0.63074,1.39238,0.55878,0.51137,1.04436,1,1,0.995,0.94239,1,1,0.995,0.87091,0.44818,0.5916,0.47234,0.32901,0.97104,0.0005744,0.0005744,0.0005744
362,350.102,0.51162,0.97927,0.54372,0.48452,1.05427,0.99584,1,0.995,0.93324,0.99584,1,0.995,0.86889,0.45788,0.60267,0.47894,0.33199,0.9756,0.00057044,0.00057044,0.00057044
363,351.063,0.54173,1.07147,0.54328,0.4729,1.11574,0.99591,1,0.995,0.93551,0.99591,1,0.995,0.85248,0.47279,0.61324,0.48221,0.33439,0.98251,0.00056648,0.00056648,0.00056648
364,351.984,0.54924,1.06984,0.51476,0.44796,1.04041,0.99808,1,0.995,0.92711,0.99808,1,0.995,0.84836,0.48429,0.6624,0.49299,0.34383,0.99053,0.00056252,0.00056252,0.00056252
