epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,116.06,1.28293,3.95765,0.68713,0.93119,1.53428,0.86169,0.86957,0.88407,0.60352,0.4676,0.56522,0.45886,0.10662,1.48645,4.06543,0.58483,0.96299,1.98936,0.00155648,0.00155648,0.00155648
114,117.067,1.61044,4.2328,0.70608,1.25766,1.7518,0.89473,0.82609,0.89405,0.59071,0.57855,0.47826,0.46962,0.10915,1.46684,4.14149,0.55149,0.92006,1.88644,0.00155252,0.00155252,0.00155252
115,118.066,1.10256,3.16926,0.6479,0.88691,1.49545,0.92534,0.73913,0.87162,0.61482,0.59162,0.47826,0.46496,0.10414,1.44158,4.288,0.54342,0.92889,1.79759,0.00154856,0.00154856,0.00154856
116,119.11,1.48955,2.68488,0.58568,1.13663,1.82954,0.92993,0.73913,0.88573,0.64362,0.65642,0.52174,0.53006,0.13612,1.39001,4.14436,0.55064,0.92932,1.71862,0.0015446,0.0015446,0.0015446
117,120.108,1.19204,3.08044,0.65405,0.92595,1.57947,0.94652,0.76992,0.86456,0.62093,0.58195,0.52174,0.54056,0.15593,1.40145,4.26513,0.55471,0.93903,1.7391,0.00154064,0.00154064,0.00154064
118,121.105,1.28277,3.26296,0.66954,0.9441,1.6419,0.94679,0.77395,0.86562,0.59794,0.69723,0.6087,0.7066,0.238,1.42833,4.19718,0.55865,0.94935,1.7708,0.00153668,0.00153668,0.00153668
119,122.156,1.46853,3.32623,0.63737,1.08354,1.67395,0.94428,0.73696,0.85804,0.6296,0.69261,0.65217,0.67518,0.24662,1.43907,4.09158,0.54908,0.97581,1.81209,0.00153272,0.00153272,0.00153272
120,123.259,1.08322,2.77897,0.64227,0.86587,1.45009,0.93831,0.69565,0.83616,0.57722,0.75647,0.56522,0.6626,0.27954,1.51808,4.03108,0.54272,1.00892,1.86915,0.00152876,0.00152876,0.00152876
121,124.336,1.09764,3.20302,0.64841,0.94442,1.54221,0.78685,0.80296,0.8458,0.5649,0.56203,0.6139,0.6213,0.29641,1.48206,3.84129,0.53326,1.00121,1.84561,0.0015248,0.0015248,0.0015248
122,125.387,1.19625,3.7332,0.66397,1.07926,1.57398,0.87613,0.69565,0.83283,0.57425,0.51993,0.65944,0.65736,0.26286,1.5487,3.76482,0.52224,1.03626,1.89893,0.00152084,0.00152084,0.00152084
123,126.366,1.24922,2.90221,0.67547,0.93413,1.55219,0.91121,0.69565,0.78856,0.55514,0.75147,0.52174,0.57628,0.2208,1.52001,3.71994,0.52787,1.09145,1.8697,0.00151688,0.00151688,0.00151688
124,127.416,1.37157,2.59426,0.6362,1.11083,1.72111,0.82926,0.69565,0.78991,0.53774,0.55763,0.47826,0.43685,0.176,1.49164,3.68005,0.53846,1.06245,1.85097,0.00151292,0.00151292,0.00151292
125,128.391,1.41865,2.90003,0.61387,0.98922,1.67635,0.77374,0.73913,0.86506,0.54059,0.2973,0.47826,0.25667,0.08785,1.4903,4.19682,0.56773,1.11195,1.87201,0.00150896,0.00150896,0.00150896
126,129.406,1.2229,3.0979,0.69459,0.92121,1.61076,0.72107,0.89951,0.86653,0.56378,0.29648,0.3913,0.20093,0.06984,1.3662,5.32399,0.63156,1.09803,1.81624,0.001505,0.001505,0.001505
127,130.413,1.47126,3.35769,0.65492,1.10068,1.75996,0.78466,0.95077,0.89367,0.62179,0.28912,0.43478,0.23749,0.07979,1.24214,5.69076,0.66277,1.00384,1.74268,0.00150104,0.00150104,0.00150104
128,131.355,1.12351,4.25807,0.68682,0.88938,1.52195,0.77732,0.82609,0.9083,0.6258,0.2593,0.31998,0.21933,0.06367,1.25687,5.66141,0.66269,0.95335,1.7607,0.00149708,0.00149708,0.00149708
129,132.317,1.13096,3.09347,0.65444,1.0152,1.57653,0.79918,0.86528,0.87977,0.62426,0.28115,0.30435,0.18741,0.05467,1.22841,5.44846,0.66357,0.97874,1.7293,0.00149312,0.00149312,0.00149312
130,133.26,1.30935,2.85714,0.6602,0.89685,1.58264,0.6624,0.86957,0.81837,0.576,0.23774,0.34783,0.18329,0.07289,1.21281,4.82353,0.62871,1.01079,1.66926,0.00148916,0.00148916,0.00148916
131,134.214,1.13028,3.22753,0.65279,0.98782,1.54872,0.74583,0.76592,0.84014,0.63311,0.37478,0.36534,0.33584,0.12668,1.16634,4.31212,0.56799,1.11281,1.62979,0.0014852,0.0014852,0.0014852
132,135.138,1.32959,3.12831,0.6479,1.01975,1.55071,0.74386,0.82609,0.86923,0.61429,0.39114,0.43478,0.27629,0.0971,1.23279,4.59353,0.54651,1.20394,1.68339,0.00148124,0.00148124,0.00148124
133,136.079,1.10516,3.22791,0.64103,0.96165,1.50102,0.86835,0.69565,0.82162,0.55012,0.44196,0.44803,0.30617,0.07968,1.32679,4.69308,0.56162,1.32299,1.76747,0.00147728,0.00147728,0.00147728
134,137.03,1.21812,3.6081,0.65246,0.90665,1.50266,0.79309,0.66712,0.80116,0.52363,0.27485,0.3913,0.19218,0.07344,1.41783,4.71922,0.56807,1.42185,1.82424,0.00147332,0.00147332,0.00147332
135,137.987,1.14432,3.12791,0.64297,0.82587,1.51305,0.74689,0.77018,0.82763,0.56018,0.27258,0.3587,0.22654,0.07877,1.3294,4.63089,0.56471,1.36335,1.73684,0.00146936,0.00146936,0.00146936
136,138.951,1.036,2.76925,0.68085,0.80775,1.37654,0.70458,0.8297,0.85562,0.55575,0.30532,0.43478,0.23718,0.08652,1.26487,4.56432,0.5752,1.26626,1.67941,0.0014654,0.0014654,0.0014654
137,139.95,1.29485,3.88529,0.68155,1.0011,1.59271,0.82111,0.73913,0.84207,0.53443,0.42185,0.41289,0.30341,0.09599,1.44537,4.7347,0.57531,1.22941,1.77202,0.00146144,0.00146144,0.00146144
138,140.921,1.20959,2.63119,0.66219,1.00493,1.47662,0.76484,0.70745,0.8053,0.51185,0.37091,0.52174,0.30102,0.08383,1.54883,4.9455,0.58234,1.2731,1.83014,0.00145748,0.00145748,0.00145748
139,141.806,1.08597,4.17411,0.69699,0.83262,1.40337,0.96065,0.56522,0.76655,0.48148,0.34084,0.43478,0.30108,0.09303,1.61555,4.72571,0.56198,1.37105,1.85813,0.00145352,0.00145352,0.00145352
140,142.692,0.93029,2.63071,0.63443,0.7594,1.34879,0.83874,0.52174,0.76314,0.43117,0.52204,0.56522,0.4952,0.15907,1.76507,3.92124,0.51853,1.62536,1.94329,0.00144956,0.00144956,0.00144956
141,143.735,0.96481,2.5824,0.63377,0.76667,1.36395,0.58288,0.69565,0.7475,0.38854,0.47875,0.43478,0.40436,0.14217,1.85516,3.84089,0.49412,1.84512,2.0208,0.0014456,0.0014456,0.0014456
142,144.654,1.03661,2.04177,0.63356,0.88089,1.4678,0.75723,0.67857,0.78602,0.43048,0.46449,0.41535,0.30505,0.1305,1.68734,3.78467,0.48106,1.81416,1.87485,0.00144164,0.00144164,0.00144164
143,145.565,1.30977,2.09525,0.64654,0.98968,1.57746,0.72919,0.81972,0.81667,0.49886,0.4091,0.47826,0.35865,0.14644,1.3883,3.87396,0.46378,1.58645,1.70081,0.00143768,0.00143768,0.00143768
144,146.512,1.09312,3.34374,0.63791,0.89975,1.51233,0.83493,0.78261,0.84428,0.5508,0.4645,0.34783,0.30367,0.1329,1.36339,4.07692,0.45992,1.31895,1.69617,0.00143372,0.00143372,0.00143372
145,147.449,1.13289,2.3573,0.64533,0.87312,1.44458,0.82324,0.73913,0.86,0.58838,0.51487,0.52174,0.47532,0.1804,1.39673,4.12264,0.45651,1.20234,1.70284,0.00142976,0.00142976,0.00142976
146,148.332,1.31156,3.56942,0.63899,1.0773,1.73756,0.77874,0.82609,0.86722,0.6035,0.59318,0.47826,0.50331,0.18767,1.36426,4.06667,0.45528,1.11298,1.67114,0.0014258,0.0014258,0.0014258
147,149.245,1.15318,3.2478,0.61875,0.88334,1.48905,0.95656,0.65217,0.85749,0.61986,0.55028,0.56522,0.4853,0.17925,1.32698,3.98336,0.45146,1.05708,1.6532,0.00142184,0.00142184,0.00142184
148,150.171,1.38038,3.85973,0.67922,1.09788,1.73941,0.76648,0.91304,0.93625,0.64755,0.56728,0.47826,0.46213,0.20236,1.18921,3.69928,0.44375,1.0056,1.61001,0.00141788,0.00141788,0.00141788
149,151.083,0.88289,2.94221,0.64523,0.77064,1.32546,0.75931,0.96026,0.94964,0.67137,0.59678,0.47826,0.45251,0.18167,1.21537,3.68298,0.45018,0.99732,1.66839,0.00141392,0.00141392,0.00141392
150,151.984,1.01876,2.60186,0.63415,0.86995,1.46431,0.87288,0.8961,0.93766,0.65127,0.53607,0.56522,0.46175,0.19319,1.22718,3.54454,0.455,1.00819,1.67738,0.00140996,0.00140996,0.00140996
151,152.939,0.85172,2.66859,0.64476,0.73445,1.33964,0.94654,0.77024,0.93029,0.66903,0.51288,0.56522,0.45122,0.21252,1.18041,3.40127,0.45472,0.95408,1.63695,0.001406,0.001406,0.001406
152,153.84,1.14749,2.81807,0.68646,0.90626,1.51609,0.95029,0.69565,0.91423,0.68399,0.824,0.56522,0.66901,0.21707,1.16697,3.29887,0.45618,0.93992,1.59592,0.00140204,0.00140204,0.00140204
153,154.795,1.09197,2.67015,0.66286,0.88141,1.46683,0.82181,0.82609,0.90649,0.70705,0.76359,0.70242,0.77185,0.25719,1.15541,3.14808,0.46406,0.96737,1.5869,0.00139808,0.00139808,0.00139808
154,155.706,1.0844,2.55893,0.63485,0.77786,1.38607,0.86053,0.80529,0.91556,0.68445,0.7346,0.69565,0.7155,0.24607,1.20567,3.12045,0.47441,0.98864,1.62367,0.00139412,0.00139412,0.00139412
155,156.643,0.94513,2.20948,0.64349,0.79102,1.35622,0.78553,0.86957,0.90598,0.62521,0.68653,0.76219,0.69642,0.23578,1.30468,3.07603,0.48141,1.01616,1.71258,0.00139016,0.00139016,0.00139016
156,157.588,1.07866,3.45872,0.65999,0.7982,1.40149,0.83091,0.86957,0.91305,0.59198,0.69704,0.69565,0.75021,0.28701,1.36441,3.01537,0.486,1.05665,1.72751,0.0013862,0.0013862,0.0013862
157,158.472,1.09636,2.72901,0.62222,0.89877,1.51406,0.95166,0.85638,0.92907,0.63309,0.80288,0.70881,0.74914,0.32146,1.3254,2.97837,0.49012,0.99169,1.65728,0.00138224,0.00138224,0.00138224
158,159.346,0.8961,3.23841,0.66824,0.7307,1.30504,0.86379,0.86957,0.92887,0.64092,0.80453,0.71631,0.78863,0.31948,1.27611,2.92691,0.49194,0.96832,1.61502,0.00137828,0.00137828,0.00137828
159,160.273,1.11142,2.11603,0.60805,0.8979,1.44828,0.94442,0.86957,0.94284,0.64978,0.94004,0.73913,0.85558,0.31807,1.21566,2.75402,0.48049,0.90382,1.57753,0.00137432,0.00137432,0.00137432
160,161.203,1.09066,2.70821,0.63425,0.80861,1.38707,1,0.89954,0.95312,0.68056,0.95236,0.86927,0.92269,0.36742,1.19569,2.58183,0.47688,0.87245,1.56308,0.00137036,0.00137036,0.00137036
161,162.089,0.97965,2.84978,0.62519,0.81144,1.40443,0.91215,0.90325,0.95176,0.70061,0.8248,0.82609,0.89195,0.31914,1.19504,2.66879,0.47542,0.92038,1.56658,0.0013664,0.0013664,0.0013664
162,163.023,1.01941,2.42041,0.62718,0.8912,1.44295,0.87857,0.94407,0.94965,0.7001,0.94413,0.73494,0.84539,0.26425,1.17193,2.76873,0.47529,0.92034,1.59385,0.00136244,0.00136244,0.00136244
163,163.929,1.11689,2.91601,0.62866,0.75963,1.37144,0.95987,0.86957,0.96906,0.71132,0.73361,0.59908,0.54871,0.22337,1.21329,3.08739,0.48414,0.92861,1.63482,0.00135848,0.00135848,0.00135848
164,164.816,1.03858,2.72844,0.61621,0.75579,1.3892,0.91013,0.88095,0.97758,0.70273,0.58779,0.56522,0.48723,0.22508,1.24896,3.35474,0.4894,0.99292,1.68063,0.00135452,0.00135452,0.00135452
165,165.731,0.98148,3.05164,0.66045,0.80459,1.44246,0.87681,0.95652,0.97521,0.71085,0.65985,0.56522,0.5538,0.22526,1.19994,3.62179,0.47451,1.03077,1.64336,0.00135056,0.00135056,0.00135056
166,166.652,1.11058,2.27718,0.64806,0.86567,1.56616,0.89707,0.75837,0.92407,0.67458,0.47062,0.3913,0.36295,0.19455,1.15487,3.67309,0.47811,1.12267,1.60457,0.0013466,0.0013466,0.0013466
167,167.547,0.98726,2.52282,0.62768,0.77881,1.34574,0.78778,0.82609,0.89459,0.64614,0.51448,0.34783,0.35811,0.19211,1.18934,3.57386,0.49718,1.20258,1.61779,0.00134264,0.00134264,0.00134264
168,168.473,1.16861,1.96662,0.62815,0.83633,1.50994,0.82716,0.78261,0.91603,0.65754,0.425,0.73913,0.51926,0.26736,1.14039,3.48509,0.50471,1.15764,1.5984,0.00133868,0.00133868,0.00133868
169,169.371,1.07466,2.46092,0.57669,0.79814,1.46014,0.83103,0.91304,0.94325,0.71748,0.51445,0.56522,0.4772,0.27866,1.07641,3.55224,0.5108,1.07105,1.5688,0.00133472,0.00133472,0.00133472
170,170.307,0.96789,2.55166,0.61836,0.80998,1.40129,0.94532,0.86957,0.95038,0.75242,0.65751,0.56522,0.60822,0.32034,1.02919,3.45182,0.52383,0.97814,1.52259,0.00133076,0.00133076,0.00133076
171,171.206,0.98604,2.43888,0.66635,0.65755,1.39676,1,0.90512,0.97435,0.76033,0.70479,0.6087,0.62648,0.32265,1.07318,3.56725,0.54741,0.93622,1.56069,0.0013268,0.0013268,0.0013268
172,172.131,0.90932,2.99463,0.64347,0.77507,1.24758,0.95302,0.88245,0.96226,0.71372,0.73483,0.65217,0.68486,0.32574,1.15656,3.53909,0.55004,0.90668,1.61776,0.00132284,0.00132284,0.00132284
173,173.064,0.94318,2.36222,0.63063,0.73978,1.31504,0.93057,0.91304,0.95927,0.68686,0.71789,0.69565,0.6852,0.34688,1.20968,3.37346,0.53967,0.88216,1.62155,0.00131888,0.00131888,0.00131888
174,173.998,1.0816,1.99813,0.61284,0.84231,1.39797,0.94293,0.91304,0.95652,0.71213,0.71236,0.69565,0.67121,0.37209,1.09627,3.18543,0.51623,0.82988,1.53248,0.00131492,0.00131492,0.00131492
175,174.912,1.14261,2.29803,0.62321,0.90755,1.52632,0.87556,0.91793,0.96108,0.74853,0.75223,0.79229,0.77595,0.37072,1.04282,2.8102,0.49697,0.77985,1.47518,0.00131096,0.00131096,0.00131096
176,175.9,0.91467,2.69371,0.64934,0.68151,1.31763,0.91105,0.89108,0.97355,0.74865,0.97544,0.78261,0.94224,0.43307,1.0653,2.56029,0.49034,0.74642,1.47861,0.001307,0.001307,0.001307
177,176.838,0.93459,2.17656,0.60259,0.72249,1.27441,1,0.88891,0.98786,0.76689,0.95113,0.84667,0.95585,0.45066,1.05938,2.51955,0.48266,0.74062,1.47889,0.00130304,0.00130304,0.00130304
178,177.766,0.90796,2.73639,0.64748,0.66387,1.35136,0.95258,0.87355,0.98789,0.76448,0.9062,0.84056,0.95619,0.45095,1.03156,2.45655,0.48285,0.72839,1.47697,0.00129908,0.00129908,0.00129908
179,178.688,1.03647,2.59454,0.60769,0.75872,1.45644,0.887,0.91304,0.97252,0.7955,0.83469,0.86957,0.94309,0.40543,1.00072,2.46504,0.49194,0.75177,1.43823,0.00129512,0.00129512,0.00129512
180,179.616,1.09386,3.05641,0.64821,0.83417,1.60813,0.8147,0.95584,0.95331,0.7839,0.85903,0.86957,0.9333,0.33021,1.0681,2.66349,0.50333,0.77655,1.46634,0.00129116,0.00129116,0.00129116
181,180.518,1.00566,2.83222,0.64041,0.77758,1.364,0.85898,0.91304,0.94628,0.76694,0.87988,0.82609,0.9227,0.31368,1.07692,2.74489,0.51607,0.78722,1.46208,0.0012872,0.0012872,0.0012872
182,181.413,1.02266,1.9789,0.63343,0.84278,1.40185,0.87903,0.94812,0.95678,0.79751,0.83714,0.8944,0.93416,0.36339,0.99899,2.6088,0.51598,0.76387,1.41921,0.00128324,0.00128324,0.00128324
183,182.298,1.01291,2.76028,0.65862,0.77097,1.39787,0.89947,0.91304,0.96497,0.80992,0.93996,0.86957,0.9413,0.41148,0.94405,2.32055,0.51779,0.75388,1.39008,0.00127928,0.00127928,0.00127928
184,183.206,0.89659,1.93351,0.65324,0.73645,1.30541,0.9085,0.91304,0.9688,0.78196,0.92031,0.86957,0.94578,0.46518,0.89867,2.07914,0.51511,0.74152,1.38011,0.00127532,0.00127532,0.00127532
185,184.159,0.95916,2.21864,0.60869,0.71568,1.3442,0.94413,0.86957,0.96194,0.78588,0.94413,0.86957,0.93823,0.54416,0.8988,1.91676,0.51184,0.71852,1.37676,0.00127136,0.00127136,0.00127136
186,185.102,0.92714,2.4948,0.65037,0.75304,1.32879,0.86105,0.95652,0.96827,0.79383,0.94898,0.86957,0.94622,0.56278,0.90134,1.85273,0.51185,0.72524,1.37084,0.0012674,0.0012674,0.0012674
187,186.079,0.92654,2.50899,0.65907,0.71497,1.32525,0.93929,0.95652,0.97603,0.80441,0.95402,0.90246,0.95066,0.54586,0.91674,1.92575,0.51604,0.74047,1.37432,0.00126344,0.00126344,0.00126344
188,186.969,0.90435,2.34897,0.63655,0.59097,1.35965,0.95616,0.94867,0.97829,0.81435,0.91127,0.8935,0.94995,0.49276,0.85981,2.03886,0.52155,0.73243,1.33687,0.00125948,0.00125948,0.00125948
189,187.853,0.82027,2.29969,0.59957,0.71319,1.28363,0.93893,0.91304,0.97634,0.8371,0.89388,0.86957,0.9465,0.46846,0.81003,2.20374,0.52376,0.72264,1.31816,0.00125552,0.00125552,0.00125552
190,188.868,1.05274,2.55636,0.59667,0.84908,1.37834,0.94466,0.91304,0.97932,0.84468,0.89879,0.86957,0.95062,0.46022,0.81714,2.39989,0.52217,0.69453,1.32222,0.00125156,0.00125156,0.00125156
191,189.75,0.92161,2.5503,0.58974,0.86142,1.36745,1,0.89519,0.96279,0.80962,0.83587,0.78261,0.81602,0.42444,0.87501,2.61798,0.52127,0.70482,1.36531,0.0012476,0.0012476,0.0012476
192,190.638,0.98098,2.61067,0.64416,0.7402,1.37364,0.9532,0.91304,0.94493,0.80674,0.74074,0.86957,0.8094,0.43096,0.92156,2.5898,0.53006,0.70508,1.39675,0.00124364,0.00124364,0.00124364
193,191.557,0.90326,1.84416,0.59662,0.74235,1.32855,1,0.85799,0.94063,0.79931,0.89851,0.77029,0.85041,0.42383,0.9315,2.43898,0.52286,0.70536,1.40446,0.00123968,0.00123968,0.00123968
194,192.48,0.94195,2.20419,0.66343,0.74738,1.37366,0.95776,0.98627,0.99167,0.84165,0.91591,0.9474,0.95685,0.48389,0.90204,2.2662,0.51885,0.6704,1.38782,0.00123572,0.00123572,0.00123572
195,193.384,0.88356,2.17976,0.59498,0.74559,1.31586,0.95779,0.98703,0.99333,0.85345,0.91562,0.94391,0.95931,0.50841,0.83541,2.1447,0.51219,0.6177,1.36889,0.00123176,0.00123176,0.00123176
196,194.321,1.21287,2.78793,0.63176,0.80754,1.49661,0.98061,0.95652,0.9918,0.85951,0.93604,0.91304,0.95966,0.53323,0.78498,2.07701,0.51184,0.59662,1.34286,0.0012278,0.0012278,0.0012278
197,195.206,0.88088,2.34576,0.64772,0.63436,1.32578,1,0.95257,0.9918,0.84291,0.95442,0.91045,0.96148,0.55078,0.7758,2.06552,0.51113,0.57922,1.31746,0.00122384,0.00122384,0.00122384
198,196.111,1.17391,1.90055,0.58041,0.86005,1.38714,0.95631,0.95193,0.98789,0.82852,0.94952,0.81814,0.92948,0.56098,0.83262,2.05245,0.51422,0.60382,1.34416,0.00121988,0.00121988,0.00121988
199,197.068,0.89074,2.70608,0.62538,0.6777,1.33107,0.88462,1,0.98288,0.79937,0.92693,0.82609,0.92766,0.55326,0.89579,2.00564,0.51393,0.63542,1.37786,0.00121592,0.00121592,0.00121592
200,197.98,0.89825,2.46704,0.6321,0.67735,1.317,0.87594,0.95652,0.97323,0.74983,0.83541,0.91304,0.93954,0.51867,0.9812,1.9778,0.51909,0.676,1.42395,0.00121196,0.00121196,0.00121196
201,198.873,0.91346,1.45531,0.6496,0.74063,1.29019,0.88305,0.98524,0.97887,0.76788,0.80508,0.89828,0.87116,0.49659,1.0056,2.02406,0.51982,0.68937,1.43646,0.001208,0.001208,0.001208
202,199.782,0.94475,1.86089,0.58597,0.80922,1.35111,0.95574,0.93929,0.98082,0.753,0.84602,0.78261,0.84394,0.49718,0.98203,2.20028,0.51733,0.68805,1.41065,0.00120404,0.00120404,0.00120404
203,200.689,0.98949,2.28504,0.59749,0.71193,1.36148,0.99647,0.95652,0.99333,0.75654,0.94077,0.78261,0.86738,0.49762,0.98522,2.39092,0.51429,0.65472,1.43995,0.00120008,0.00120008,0.00120008
204,201.584,0.92399,2.32694,0.60022,0.79165,1.39259,1,0.98908,0.995,0.80155,0.9121,0.90271,0.89716,0.51588,0.94246,2.32317,0.50722,0.63952,1.43427,0.00119612,0.00119612,0.00119612
205,202.491,0.79158,2.13791,0.62008,0.64906,1.22133,1,0.99936,0.995,0.78302,0.95577,0.95652,0.96959,0.56608,0.91152,1.92113,0.48425,0.64368,1.41551,0.00119216,0.00119216,0.00119216
206,203.396,0.92969,2.51502,0.64247,0.72278,1.26711,0.98159,1,0.995,0.79304,0.98159,1,0.995,0.60715,0.93302,1.57407,0.46609,0.63421,1.41086,0.0011882,0.0011882,0.0011882
207,204.241,0.889,2.2346,0.59591,0.7079,1.30747,0.99305,1,0.995,0.77618,0.99305,1,0.995,0.66777,0.97519,1.44749,0.45998,0.63343,1.432,0.00118424,0.00118424,0.00118424
208,205.082,0.97686,1.48476,0.61012,0.85186,1.45867,0.95585,0.94178,0.98473,0.78431,0.94103,1,0.98792,0.69257,0.99913,1.3888,0.46167,0.64931,1.43253,0.00118028,0.00118028,0.00118028
209,205.926,0.99594,1.82788,0.64503,0.77923,1.42727,0.94499,0.95652,0.9735,0.7878,1,0.943,0.97524,0.67541,1.00588,1.398,0.46417,0.64959,1.4274,0.00117632,0.00117632,0.00117632
210,206.872,0.9296,1.97147,0.59148,0.77894,1.32029,0.9779,0.95652,0.97608,0.78124,0.95071,0.95652,0.97434,0.64817,1.01361,1.51076,0.47212,0.64814,1.43065,0.00117236,0.00117236,0.00117236
211,207.99,0.8906,1.97434,0.5432,0.75748,1.30608,0.95062,0.95652,0.9735,0.77114,0.95062,0.95652,0.97133,0.62295,1.04055,1.58868,0.4715,0.67835,1.46419,0.0011684,0.0011684,0.0011684
212,209.116,0.89034,1.93566,0.57532,0.75406,1.34318,0.95649,0.95652,0.98865,0.77045,0.91214,0.91304,0.96206,0.60121,1.02045,1.76834,0.4678,0.6777,1.46872,0.00116444,0.00116444,0.00116444
213,210.019,0.80161,1.66492,0.60294,0.58678,1.23157,0.92,1,0.98789,0.77256,0.89455,0.86957,0.90177,0.54666,0.97744,1.95226,0.46551,0.64997,1.46275,0.00116048,0.00116048,0.00116048
214,210.964,0.90222,2.58377,0.62461,0.76893,1.39629,0.95808,0.9938,0.99167,0.783,0.86678,0.86957,0.92024,0.50222,0.9102,2.18309,0.46014,0.63231,1.42882,0.00115652,0.00115652,0.00115652
215,211.983,1.00411,2.58803,0.64392,0.74493,1.31332,0.95782,0.98759,0.99333,0.81418,0.87402,0.95652,0.95747,0.51215,0.86134,2.27111,0.45777,0.58876,1.3955,0.00115256,0.00115256,0.00115256
216,212.868,0.9152,2.07464,0.64408,0.69438,1.29535,0.96435,0.95652,0.99333,0.80955,0.9498,0.86957,0.95825,0.51517,0.84339,2.24962,0.46302,0.56531,1.36441,0.0011486,0.0011486,0.0011486
217,213.814,0.98742,2.22752,0.59775,0.71675,1.34795,0.97542,0.95652,0.99333,0.82073,0.87369,0.95652,0.95846,0.52518,0.85672,2.23097,0.46735,0.57448,1.35362,0.00114464,0.00114464,0.00114464
218,214.707,0.86382,1.74822,0.57302,0.65938,1.22104,0.96767,1,0.995,0.82398,0.91986,0.95652,0.96785,0.56574,0.87546,2.06885,0.47187,0.57649,1.35166,0.00114068,0.00114068,0.00114068
219,215.678,0.87014,1.89606,0.56007,0.74707,1.29375,0.95645,0.95652,0.99006,0.83282,0.88955,0.91304,0.96078,0.58854,0.87083,1.9379,0.4754,0.59111,1.35157,0.00113672,0.00113672,0.00113672
220,216.54,0.90118,2.05739,0.62496,0.70475,1.23946,1,0.93782,0.99038,0.82881,0.9075,0.85359,0.88628,0.58163,0.88426,1.82108,0.46995,0.58907,1.34414,0.00113276,0.00113276,0.00113276
221,217.535,0.90053,2.259,0.62118,0.6013,1.24401,1,0.94515,0.99038,0.83943,0.90818,0.86046,0.90283,0.5811,0.88024,1.71485,0.46529,0.59064,1.34113,0.0011288,0.0011288,0.0011288
222,218.503,0.87628,1.37852,0.6302,0.72987,1.34336,0.99126,0.95652,0.99333,0.83447,0.94546,0.91304,0.94677,0.56962,0.87425,1.75829,0.46777,0.59678,1.36375,0.00112484,0.00112484,0.00112484
223,219.412,0.94578,2.34188,0.60714,0.78453,1.40213,0.94514,1,0.99167,0.85036,0.85993,0.91304,0.86432,0.55901,0.80706,1.78214,0.47095,0.57736,1.30421,0.00112088,0.00112088,0.00112088
224,220.413,1.15464,2.28961,0.66364,0.86374,1.53176,0.99463,1,0.995,0.88726,0.90651,0.91304,0.87503,0.52763,0.72769,1.85314,0.47278,0.53808,1.24405,0.00111692,0.00111692,0.00111692
225,221.306,0.79316,2.16637,0.59334,0.63583,1.20663,0.96938,0.95652,0.99333,0.88636,0.85833,0.91304,0.87344,0.50796,0.68046,1.92859,0.47004,0.51386,1.20023,0.00111296,0.00111296,0.00111296
226,222.223,0.77044,1.86274,0.58786,0.60341,1.25634,0.97587,1,0.995,0.887,0.97587,1,0.995,0.51341,0.65868,1.88953,0.47204,0.51744,1.19512,0.001109,0.001109,0.001109
227,223.154,0.72788,1.6315,0.61719,0.72394,1.29822,0.95449,1,0.99167,0.88398,0.95449,1,0.99167,0.55608,0.67164,1.81663,0.47355,0.53544,1.20978,0.00110504,0.00110504,0.00110504
228,224.078,0.8245,1.9167,0.60203,0.67282,1.19606,0.90941,0.95652,0.98647,0.85407,0.90941,0.95652,0.98478,0.60427,0.71804,1.62374,0.48232,0.56149,1.21762,0.00110108,0.00110108,0.00110108
229,225.013,0.9144,1.10803,0.55065,0.77348,1.30938,0.95237,0.86943,0.96367,0.8363,0.95237,0.86943,0.96367,0.65881,0.79351,1.51363,0.48843,0.57183,1.23982,0.00109712,0.00109712,0.00109712
230,225.947,1.00777,2.48552,0.60193,0.76965,1.37685,0.9859,0.91304,0.97272,0.86236,0.9859,0.91304,0.97272,0.64189,0.75908,1.49737,0.49342,0.56156,1.21463,0.00109316,0.00109316,0.00109316
231,226.84,0.84349,2.15449,0.6221,0.64158,1.30424,0.95833,1,0.995,0.87464,0.95833,1,0.995,0.64943,0.70699,1.4387,0.49673,0.53633,1.18794,0.0010892,0.0010892,0.0010892
232,227.781,0.88693,2.15366,0.62802,0.70528,1.27903,1,0.98834,0.995,0.87506,1,0.98834,0.995,0.63442,0.67562,1.40264,0.49815,0.53562,1.17205,0.00108524,0.00108524,0.00108524
233,228.703,0.76632,2.11589,0.58517,0.66446,1.2982,1,0.98679,0.995,0.8828,1,0.98679,0.995,0.67432,0.68076,1.34114,0.489,0.55212,1.17263,0.00108128,0.00108128,0.00108128
234,229.702,0.88792,2.42135,0.62378,0.66453,1.41346,1,0.99511,0.995,0.88001,1,0.99511,0.995,0.70537,0.71624,1.27145,0.48087,0.57442,1.19957,0.00107732,0.00107732,0.00107732
